Taestivum_TRIAE_CS42_3B_TGACv1_220660_AA0714400.1	CC-NB-LRR-NB-LRR
Turartu_TRIUR3_15073-P1	NB-LRR
Taestivum_TRIAE_CS42_6AS_TGACv1_485693_AA1550190.1	NB
Atauschii_EMT14745	Pkinase-NB-LRR
Sitalica_Si032604m	NB-LRR
Taestivum_TRIAE_CS42_7AS_TGACv1_570940_AA1842770.1	NB-LRR-CC
Osativa_LOC_Os11g11920.1	CC-NB-LRR-NOI
Taestivum_TRIAE_CS42_2AL_TGACv1_092893_AA0266300.3	NB-LRR-CC-CC-NB-LRR
Taestivum_TRIAE_CS42_7AS_TGACv1_569338_AA1813910.1	NB-LRR-Kelch
Atauschii_EMT33726	NB-LRR-Kelch
Taestivum_TRIAE_CS42_2BS_TGACv1_146545_AA0467920.2	HMA-NB-LRR-CC-Pkinase-CC
Osativa_LOC_Os12g18360.1	NB-LRR-TRX
Sbicolor_Sobic.002G168400.1.p	NB-LRR-bHLH-CC
Sbicolor_Sobic.005G182800.1.p	NB-LRR-TRX-GRX
Turartu_TRIUR3_23040-P1	NB-LRR
Taestivum_TRIAE_CS42_5BL_TGACv1_407372_AA1356330.1	NB-LRR-PPM
Taestivum_TRIAE_CS42_7AL_TGACv1_558972_AA1797240.1	NB
Bdistachyon_Bradi4g12770.2.p	CC-NB-LRR
Taestivum_TRIAE_CS42_5BL_TGACv1_407442_AA1356960.1	CC-NB-LRR-GRAS
Taestivum_TRIAE_CS42_7DS_TGACv1_623313_AA2051850.2	NB-LRR-B3
Bdistachyon_Bradi1g51961.1.p	Myb-NB-LRR
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	CC-Pkinase-NB-LRR-CG-TIG-IG-ANK
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	CC-NB-LRR-Pkinase
Sbicolor_Sobic.K018200.1.p	CC-NB-LRR
Taestivum_TRIAE_CS42_3DL_TGACv1_250453_AA0868480.1	NB-LRR
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	NB-LRR-WRKY-WRKY
Bdistachyon_Bradi4g12895.1.p	NB-LRR
Taestivum_TRIAE_CS42_7BL_TGACv1_577571_AA1878800.2	NB-LRR-Pkinase
Taestivum_TRIAE_CS42_3B_TGACv1_221435_AA0740740.1	NB-RIP-RIP
Taestivum_TRIAE_CS42_7DL_TGACv1_604762_AA2001510.2	NB-LRR-CC
Atauschii_EMT33410	NB-LRR
Sbicolor_Sobic.008G174100.1.p	NB-LRR-WRKY
Turartu_TRIUR3_19521-P1	CC-NB-LRR-RT-like-RiboH
Atauschii_EMT00560	NB-LRR-WRKY-WRKY
Taestivum_TRIAE_CS42_5AL_TGACv1_374337_AA1197110.1	CC-NB-LRR-GRAS
Hvulgare_MLOC_76493.1	NB-LRR
Taestivum_TRIAE_CS42_1BS_TGACv1_049356_AA0150150.1	NB-LRR-NB-LRR-LRR
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	NB-Pkinase
Hvulgare_AK369350	NB-LRR-CG
Turartu_TRIUR3_01885-P1	NB-LRR-PPM
Taestivum_TRIAE_CS42_7BL_TGACv1_578754_AA1899580.2	NB-LRR
Taestivum_TRIAE_CS42_2AL_TGACv1_095805_AA0314680.5	NB-LRR-DUF793-DUF793
Bdistachyon_Bradi4g09886.1.p	NB-LRR-WRKY-WRKY
Sitalica_Si025833m	NAC-NAM-NB-LRR
Taestivum_TRIAE_CS42_7AS_TGACv1_569068_AA1806240.1	Myb-NB
Turartu_TRIUR3_11533-P1	NB-LRR
Taestivum_TRIAE_CS42_1DL_TGACv1_061102_AA0185320.1	NB-LRR
Hvulgare_AK370199	NB-LRR-Pkinase
Turartu_TRIUR3_11746-P1	NB-LRR
Bdistachyon_Bradi4g24914.1.p	NB-LRR-Pkinase-Pkinase-MAPK
Bdistachyon_Bradi3g34961.1.p	CC-NB-LRR-LRR-Pkinase
Osativa_LOC_Os05g40150.1	NB-LRR
Taestivum_TRIAE_CS42_7BL_TGACv1_578615_AA1897800.4	CC-NB-LRR-CC-CC
Hvulgare_MLOC_10360.2	NB-LRR
Turartu_TRIUR3_35033-P1	NB
Hvulgare_MLOC_61599.4	CC-NB-LRR
Turartu_TRIUR3_09184-P1	NB-LRR-LRR-LRR-LRR
Turartu_TRIUR3_02478-P1	NB-LRR
Hvulgare_AK369515	Pkinase-NB-LRR
Atauschii_EMT18865	CC-NB-LRR
Hvulgare_MLOC_74974.5	NB-LRR-WRKY-WRKY
Turartu_TRIUR3_24281-P1	NB-LRR-Pkinase
Hvulgare_AK371208	NB-LRR-Pkinase
Atauschii_EMT12616	NB-p450
Turartu_TRIUR3_06382-P1	CC-NB-LRR-Pkinase-EF-hand
Taestivum_TRIAE_CS42_7DS_TGACv1_621870_AA2028150.2	NB-LRR-B3
Turartu_TRIUR3_01727-P1	NB-LRR
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013690.1	NB-ZnC2H2-LRR-Kelch
Taestivum_TRIAE_CS42_5BL_TGACv1_405227_AA1322580.1	NB-LRR-CC-AP2-DNA_binding
Taestivum_TRIAE_CS42_7AS_TGACv1_570544_AA1837440.1	NB-NPR1-DUF3420-ANK
Hvulgare_MLOC_12169.1	CC-NB-LRR
Hvulgare_AK370605	TRX-NB-ZnC2H2-LRR-Kelch
Turartu_TRIUR3_09775-P1	TRX-NB-LRR-LRR-Kelch
Hvulgare_MLOC_72544.2	NB-LRR
Atauschii_EMT16053	NB-LRR
Atauschii_EMT28893	NB-LRR
Atauschii_EMT23655	TRX-NB-ZnC2H2-LRR-Kelch
Atauschii_EMT23656	NB-LRR-Pkinase-Pkinase
Atauschii_EMT16342	RT-RT-NB-LRR-CC
Atauschii_EMT01497	NB-ZnC2H2-LRR-Kelch
Osativa_LOC_Os11g11580.1	CC-NB-LRR
Sbicolor_Sobic.002G168300.1.p	NB-LRR-NAC-NAM-WRKY-WRKY
Turartu_TRIUR3_20899-P1	CC-NB-LRR
Taestivum_TRIAE_CS42_5BL_TGACv1_406965_AA1351910.1	NB-CC-LRR-Pkinase
Hvulgare_MLOC_54234.1	NB-CC-LRR
Bdistachyon_Bradi4g13987.1.p	CC-NB-LRR-Pkinase-Lectin-Lectin-Lectin
Taestivum_TRIAE_CS42_7AS_TGACv1_570476_AA1836330.1	NB-LRR
Taestivum_TRIAE_CS42_4AL_TGACv1_288894_AA0960750.1	CC-NB-LRR-DUFPGG
Sitalica_Si028710m	NB-LRR-WRKY-WRKY
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	Myb-CC-NB-LRR-POZ-DUF3420-NPR1-ANK
Bdistachyon_Bradi1g78926.1.p	NB-LRR-LRR-LRR-LRR-LRR
Turartu_TRIUR3_02945-P1	NB-LRR
Taestivum_TRIAE_CS42_4AL_TGACv1_288901_AA0960930.1	NB-LRR-B3
Taestivum_TRIAE_CS42_5BL_TGACv1_405166_AA1321440.1	CC-Pkinase-NB-LRR-CG-TIG-IG-ANK-NB-IQ-CC
Bdistachyon_Bradi4g09788.1.p	NB-LRR-LRR-LRR-LRR
Osativa_LOC_Os11g45970.1	NB-LRR
Taestivum_TRIAE_CS42_7AL_TGACv1_556846_AA1772020.1	NB-LRR
Hvulgare_MLOC_64296.4	NB-LRR-PPM
Turartu_TRIUR3_17279-P1	NB-LRR-CC
Taestivum_TRIAE_CS42_4AL_TGACv1_288585_AA0952960.1	TRX-CC-NB-ZnC2H2-LRR
Taestivum_TRIAE_CS42_7AS_TGACv1_569126_AA1808020.5	NB-LRR-ZnRING
Hvulgare_MLOC_73797.2	CC-NB-LRR-NOI
Taestivum_TRIAE_CS42_7DS_TGACv1_622556_AA2041730.1	NB-LRR
Taestivum_TRIAE_CS42_4AL_TGACv1_288145_AA0938300.1	NB-LRR
Sbicolor_Sobic.005G094200.1.p	NB-LRR
Taestivum_TRIAE_CS42_5DL_TGACv1_436351_AA1460220.1	NB-LRR-GRAS
Taestivum_TRIAE_CS42_4BS_TGACv1_329165_AA1098490.1	CC-NB-LRR
Sitalica_Si027260m	NB-LRR
Taestivum_TRIAE_CS42_1DS_TGACv1_080301_AA0245560.1	NB-LRR
Taestivum_TRIAE_CS42_6BS_TGACv1_514040_AA1654380.1	NB-LRR
Taestivum_TRIAE_CS42_2AS_TGACv1_114810_AA0369470.1	NB-LRR
Hvulgare_MLOC_12653.2	NB-NB-LRR-Exo70
Bdistachyon_Bradi4g12732.1.p	NB-LRR
Hvulgare_MLOC_67608.3	NB-LRR-LRR-ZnLSD1
Taestivum_TRIAE_CS42_5AL_TGACv1_374266_AA1195550.1	ANK-NB-LRR-WRKY
Taestivum_TRIAE_CS42_2AL_TGACv1_094333_AA0295940.1	NB-CC-LRR
Turartu_TRIUR3_06598-P1	NB-LRR-B3
Hvulgare_AK369963	TRX-NB-LRR-Kelch
Taestivum_TRIAE_CS42_1BS_TGACv1_049387_AA0151720.1	CC-NB-LRR
Taestivum_TRIAE_CS42_4AL_TGACv1_288859_AA0959950.1	NB-LRR
Taestivum_TRIAE_CS42_2DL_TGACv1_160227_AA0548390.2	AP2-DNA_binding-NB-LRR
Atauschii_EMT14948	NB-LRR
Taestivum_TRIAE_CS42_6BS_TGACv1_513382_AA1639520.1	NB-LRR-Pkinase
Taestivum_TRIAE_CS42_7DS_TGACv1_622487_AA2040690.1	Myb-NB-LRR-POZ-NPR1-DUF3420-ANK
Taestivum_TRIAE_CS42_7AS_TGACv1_571770_AA1849750.1	TRX-NB-LRR
Turartu_TRIUR3_02413-P1	NB-LRR-Pkinase
Turartu_TRIUR3_15661-P1	CC-NB-LRR-Exo70-Exo70
Taestivum_TRIAE_CS42_1DS_TGACv1_080161_AA0241890.2	CC-NB-LRR-Exo70-CC-Exo70
Taestivum_TRIAE_CS42_2DS_TGACv1_179059_AA0604030.1	NB-LRR
Osativa_LOC_Os11g11810.1	NB-LRR-CC-LRR
